Sales,Quantity,Discount,Profit,Order_ID,Product_ID
44.848,8,0.8,-67.272,US-2016-103646,OFF-BI-10002854
10.368,2,0.2,3.6288,CA-2016-119186,OFF-PA-10004621
388.43,5,0.3,-88.784,CA-2016-119186,FUR-CH-10001973
14.352,3,0.2,5.2026,CA-2016-119186,OFF-PA-10004040
63.992,1,0.2,-7.1991,CA-2016-119186,TEC-AC-10000580
86.352,3,0.2,5.397,CA-2016-148698,OFF-AR-10004022
32.97,3,0,12.8583,CA-2014-163293,TEC-AC-10004209
83.88,4,0,30.1968,CA-2014-163293,TEC-AC-10000023
278.4,3,0,80.736,CA-2016-160815,TEC-PH-10003505
15.12,3,0.2,4.914,CA-2017-122154,OFF-LA-10000121
17.43,1,0.7,-13.363,CA-2017-122154,OFF-BI-10002026
251.64,3,0.2,88.074,CA-2017-122154,OFF-PA-10000994
2.772,7,0.8,-4.851,US-2015-149692,OFF-BI-10002813
14.9,5,0,1.043,CA-2016-119445,OFF-ST-10000617
15.48,3,0,4.4892,CA-2015-124268,OFF-AR-10004817
39.88,2,0,11.1664,CA-2016-154711,FUR-FU-10000397
12.192,4,0.2,4.1148,CA-2016-154711,OFF-BI-10000605
20.82,3,0,7.4952,CA-2016-154711,OFF-AR-10001860
13.216,4,0.2,4.4604,CA-2016-163384,OFF-BI-10004970
32.4,5,0,15.552,CA-2016-163384,OFF-PA-10003172
32.94,3,0,9.2232,CA-2015-101707,OFF-SU-10001218
114.2,5,0,52.532,CA-2015-101707,OFF-PA-10002968
3.08,1,0,1.4784,CA-2015-101707,OFF-LA-10000134
845.728,13,0.2,84.5728,CA-2015-138898,OFF-AP-10004487
13.904,2,0.2,4.5188,CA-2017-115427,OFF-BI-10002103
20.72,2,0.2,6.475,CA-2017-115427,OFF-BI-10004632
114.95,5,0,2.299,CA-2016-134425,TEC-PH-10003555
26.96,2,0,7.0096,CA-2015-121391,OFF-ST-10001590
572.76,6,0,166.1004,CA-2016-137043,FUR-FU-10003664
61.96,2,0,4.3372,CA-2015-115847,FUR-BO-10003433
23.99,1,0,5.5177,US-2017-126179,FUR-FU-10002554
287.97,3,0,77.7519,US-2017-126179,TEC-PH-10001557
419.944,7,0.2,52.493,CA-2016-101966,TEC-PH-10003437
46.76,7,0,22.4448,CA-2016-141397,OFF-PA-10002986
17.712,3,0.2,6.4206,CA-2016-141397,OFF-BI-10000320
21.78,2,0,5.6628,CA-2016-141397,OFF-AP-10003971
161.94,3,0,9.7164,CA-2016-141397,OFF-ST-10001469
161.568,2,0.2,-8.0784,CA-2016-141397,FUR-CH-10003846
3.69,1,0,1.7343,CA-2016-141082,OFF-LA-10001404
122.12,4,0,56.1752,CA-2016-141082,OFF-LA-10001474
155.372,2,0.3,-13.3176,US-2016-134488,FUR-CH-10003199
38.88,6,0,18.6624,CA-2016-145919,OFF-PA-10003072
183.84,8,0,62.5056,CA-2016-145919,FUR-FU-10004960
579.3,5,0,28.965,CA-2016-145919,OFF-SU-10003505
14.2,1,0.2,3.3725,CA-2017-157651,TEC-AC-10003116
575.92,2,0.2,71.99,CA-2014-160773,TEC-PH-10004586
5.184,6,0.7,-3.6288,CA-2014-160773,OFF-BI-10000546
5.229,3,0.7,-4.1832,CA-2017-167703,OFF-BI-10002071
285.552,2,0.2,35.694,CA-2017-167703,OFF-ST-10001490
72.8,5,0,19.656,CA-2017-121804,OFF-AP-10004859
10.816,4,0.2,3.5152,CA-2017-162635,OFF-PA-10002659
46.26,3,0,12.4902,CA-2014-107153,OFF-ST-10001321
17.46,6,0.8,-30.555,US-2014-117058,OFF-BI-10004139
51.072,6,0.2,5.1072,CA-2015-120439,FUR-FU-10001867
11.34,1,0,5.5566,CA-2016-128258,OFF-PA-10004156
87.92,4,0,26.376,CA-2017-106033,OFF-AR-10002818
37.05,3,0,16.302,CA-2016-142762,FUR-FU-10003691
2.97,1,0.4,-0.6435,CA-2017-127705,TEC-PH-10000347
27.44,2,0.2,2.401,CA-2017-127705,OFF-ST-10004507
1.08,3,0.8,-1.728,CA-2014-122567,OFF-BI-10002012
7.96,2,0.8,-13.93,CA-2014-122567,OFF-AP-10001303
140.736,8,0.2,52.776,CA-2014-121664,OFF-BI-10003684
552.56,4,0,0,CA-2016-122133,OFF-ST-10002574
25.11,3,0,6.5286,US-2017-123281,FUR-FU-10003724
29.78,2,0,8.0406,CA-2017-100524,FUR-FU-10004018
677.58,3,0,176.1708,CA-2017-100524,TEC-PH-10002549
75.04,8,0,36.0192,CA-2017-100524,OFF-PA-10004911
695.7,2,0.5,-27.828,CA-2017-113481,TEC-MA-10002178
15.66,5,0.7,-12.528,CA-2017-113481,OFF-BI-10003694
28.854,6,0.7,-21.1596,CA-2017-113481,OFF-BI-10000474
47.82,3,0,14.346,CA-2015-131758,OFF-AR-10000411
13.05,5,0,6.003,CA-2015-131758,OFF-LA-10000262
93.78,2,0,36.5742,CA-2014-118339,OFF-AP-10001154
47.18,7,0,23.59,CA-2014-118339,OFF-PA-10000466
19.68,6,0,5.7072,CA-2014-118339,OFF-AR-10003829
53.4,10,0,25.098,CA-2014-118339,OFF-BI-10001758
35.88,6,0,17.2224,CA-2014-118339,OFF-BI-10000136
258.279,3,0.3,-70.1043,CA-2014-153976,FUR-CH-10002880
31.4,2,0,7.85,CA-2016-162901,OFF-ST-10000649
183.96,5,0.2,20.6955,CA-2017-162978,TEC-PH-10003092
17.61,3,0,8.4528,CA-2017-162978,OFF-PA-10002250
300.904,1,0.2,11.2839,CA-2017-162978,FUR-TA-10003473
220.776,3,0.2,-44.1552,US-2014-160444,OFF-ST-10001522
281.424,11,0.2,-35.178,US-2014-160444,OFF-ST-10000563
79.14,3,0,36.4044,CA-2016-145247,OFF-PA-10003641
1.988,1,0.6,-1.4413,CA-2017-160045,FUR-FU-10000010
145.568,2,0.2,0,US-2014-151925,FUR-CH-10002961
123.256,7,0.2,9.2442,CA-2017-125199,OFF-AR-10002956
23.68,4,0.2,7.4,CA-2017-125199,OFF-PA-10004041
309.576,4,0.4,-56.7556,CA-2017-125199,TEC-PH-10001336
38.388,14,0.7,-25.592,US-2017-155425,OFF-BI-10001036
95.994,2,0.7,-63.996,US-2017-155425,TEC-MA-10003183
239.952,6,0.2,-35.9928,US-2017-155425,TEC-AC-10001314
201.584,2,0.2,15.1188,US-2017-155425,TEC-PH-10002563
899.136,4,0.2,-146.1096,US-2017-155425,FUR-CH-10003312
145.9,5,0,62.737,CA-2017-133249,FUR-FU-10001588
590.058,7,0.7,-786.744,US-2015-103471,FUR-BO-10002613
14.04,3,0.2,1.5795,US-2015-103471,OFF-AR-10003405
49.08,3,0,4.908,CA-2017-136672,TEC-AC-10004510
29.6,2,0,14.8,US-2014-157021,OFF-LA-10002312
17.088,4,0.2,5.5536,US-2014-157021,OFF-BI-10000042
912.75,5,0,118.6575,CA-2015-120362,FUR-TA-10003008
1089.75,3,0,305.13,CA-2014-126361,OFF-AP-10003590
447.84,8,0,219.4416,CA-2014-126361,OFF-PA-10000806
16.4,5,0,4.264,CA-2014-126361,OFF-AR-10000896
399.96,5,0.2,34.9965,CA-2014-126361,TEC-PH-10002310
158.9,5,0,7.945,CA-2014-126361,OFF-ST-10002289
13.184,1,0.2,4.7792,CA-2014-126361,OFF-BI-10002852
83.952,3,0.6,-90.2484,US-2016-100566,FUR-FU-10003394
80.98,1,0,1.6196,US-2016-108504,OFF-ST-10002344
348.84,9,0,170.9316,US-2016-108504,OFF-PA-10001289
9.45,5,0,0.189,US-2016-108504,OFF-FA-10000053
18.84,3,0,7.1592,US-2016-108504,FUR-FU-10004091
239.98,2,0,52.7956,US-2016-108504,FUR-BO-10004015
167.96,2,0,78.9412,US-2016-108504,OFF-EN-10003001
104.85,3,0,28.3095,US-2016-108504,TEC-PH-10000215
484.83,3,0,126.0558,US-2016-108504,TEC-PH-10003645
122.97,3,0,60.2553,US-2016-108504,OFF-PA-10000357
154.44,3,0,1.5444,US-2016-108504,OFF-ST-10004804
342.37,7,0,160.9139,US-2016-108504,OFF-PA-10003892
9.552,3,0.2,1.5522,CA-2017-124828,OFF-AR-10003514
652.45,5,0.5,-430.617,US-2017-117247,FUR-TA-10002958
66.645,3,0.5,-42.6528,US-2017-117247,FUR-TA-10001676
17.216,4,0.2,6.0256,CA-2016-124485,OFF-BI-10000822
11.56,2,0,5.6644,CA-2016-124485,OFF-PA-10004971
88.4,4,0,11.492,CA-2016-124485,TEC-AC-10002323
6.48,1,0,3.1104,CA-2016-124485,OFF-PA-10004888
21.8,2,0,6.104,CA-2016-159212,TEC-PH-10003988
251.79,3,0,118.3413,CA-2016-159212,OFF-EN-10002230
205.176,2,0.4,-58.1332,US-2016-161396,FUR-TA-10002622
419.4,5,0.2,146.79,US-2016-161396,OFF-PA-10000418
10.304,1,0.2,-2.1896,US-2014-118486,OFF-SU-10004498
154.764,3,0.4,-36.1116,US-2014-118486,FUR-TA-10001039
116.784,2,0.2,21.897,US-2014-118486,TEC-AC-10004659
75.48,2,0,19.6248,CA-2016-130407,OFF-AR-10002240
39.98,2,0,9.995,CA-2016-130407,FUR-FU-10001967
393.165,3,0.5,-204.4458,US-2016-122245,FUR-TA-10002356
23.68,2,0.2,8.88,CA-2017-105144,OFF-LA-10003923
408.006,2,0.1,72.5344,CA-2016-136329,FUR-CH-10002335
165.28,4,0,14.8752,CA-2016-136329,FUR-FU-10000723
334.768,7,0.2,108.7996,CA-2014-146640,OFF-BI-10002867
239.97,3,0,26.3967,CA-2017-115994,TEC-AC-10000580
37.74,3,0,12.8316,CA-2017-115994,FUR-FU-10003976
946.344,7,0.2,118.293,CA-2015-126697,TEC-PH-10002922
151.2,3,0.2,32.13,CA-2015-126697,TEC-AC-10004353
4.928,4,0.6,-1.4784,CA-2015-126697,FUR-FU-10001706
86.272,4,0.2,31.2736,CA-2015-124800,OFF-PA-10000501
72.588,2,0.7,-48.392,CA-2015-124800,OFF-BI-10000778
60.672,2,0.2,14.4096,CA-2015-124800,OFF-AP-10004980
77.031,9,0.7,-59.0571,CA-2015-124800,OFF-BI-10003984
119.904,6,0.2,-1.4988,CA-2015-124800,OFF-ST-10000798
263.96,5,0.2,23.0965,CA-2015-124800,TEC-PH-10001750
363.648,4,0.2,-86.3664,CA-2015-124800,OFF-ST-10002743
9.728,2,0.2,3.2832,US-2015-164448,OFF-BI-10002949
14.75,5,0,7.08,US-2015-164448,OFF-EN-10002600
29.8,5,0.2,9.3125,US-2015-164448,OFF-BI-10003708
427.42,14,0,196.6132,US-2015-164448,OFF-LA-10003510
220.752,8,0.4,-40.4712,CA-2017-122700,TEC-PH-10003092
152.76,6,0,74.8524,CA-2014-120768,OFF-BI-10001191
7.27,1,0,1.9629,CA-2014-120768,OFF-SU-10004115
1819.86,14,0,163.7874,CA-2014-120768,FUR-CH-10000513
33.9,5,0,15.594,US-2016-153129,OFF-PA-10003673
31.104,6,0.2,10.8864,CA-2017-106852,OFF-PA-10001639
5.248,2,0.2,0.5904,CA-2017-106852,OFF-AR-10003829
263.88,3,0.2,42.8805,CA-2015-139731,TEC-AC-10004975
2453.43,5,0.3,-350.49,CA-2015-139731,FUR-CH-10002024
29.7,5,0,13.365,CA-2017-122735,OFF-BI-10004364
39.96,4,0,17.982,CA-2017-122735,OFF-PA-10001712
36.672,2,0.2,11.46,CA-2017-128160,OFF-BI-10001510
13.76,2,0,6.3296,CA-2017-117695,OFF-PA-10002713
139.424,4,0.2,17.428,CA-2015-166135,OFF-ST-10002974
1979.928,9,0.2,148.4946,CA-2016-133725,TEC-PH-10004165
164.736,4,0.2,-39.1248,CA-2017-102337,OFF-ST-10004804
470.302,7,0.3,-87.3418,CA-2017-102337,FUR-CH-10004289
47.984,2,0.2,5.998,CA-2017-102337,TEC-PH-10002564
2.502,3,0.7,-1.7514,US-2014-112564,OFF-BI-10004876
88.752,3,0.2,11.094,CA-2015-145821,TEC-PH-10004348
2.025,1,0.7,-1.35,US-2015-160150,OFF-BI-10004352
70.98,7,0,34.7802,CA-2016-133711,OFF-PA-10001685
91.68,3,0,45.84,CA-2016-133711,OFF-BI-10000666
33.75,5,0,16.875,CA-2016-133711,OFF-BI-10004352
3040,8,0,1459.2,CA-2016-133711,TEC-MA-10000010
91.2,3,0,41.952,CA-2017-148474,OFF-BI-10000977
452.94,3,0,67.941,CA-2017-148474,FUR-TA-10002530
52.2,9,0,23.49,CA-2015-111297,OFF-BI-10002412
15.936,4,0.2,5.1792,CA-2016-123722,OFF-LA-10001569
27.46,2,0,9.8856,CA-2014-155271,FUR-FU-10001473
55.424,2,0.2,19.3984,CA-2015-119907,OFF-BI-10001765
244.006,2,0.3,-31.3722,US-2016-128902,FUR-TA-10001095
159.984,2,0.2,43.9956,CA-2016-152289,TEC-AC-10004571
1024.716,6,0.3,-29.2776,CA-2016-152289,FUR-CH-10002126
3.68,2,0,1.8032,US-2016-104794,OFF-FA-10001754
121.376,4,0.2,-3.0344,CA-2014-151708,FUR-FU-10001602
95.976,3,0.2,-10.7973,CA-2014-151708,TEC-AC-10001767
255.968,4,0.2,31.996,CA-2015-100769,TEC-AC-10002402
872.94,3,0,226.9644,CA-2017-139199,FUR-CH-10000847
41.54,2,0,19.5238,CA-2017-139199,OFF-BI-10003982
12.96,2,0,6.2208,CA-2017-139199,OFF-PA-10001293
6.848,2,0.2,0.5992,US-2015-161466,OFF-AR-10000634
8.67,3,0,4.0749,CA-2017-164959,OFF-LA-10004272
6.688,4,0.6,-4.0128,US-2015-105676,FUR-FU-10004270
17.28,6,0,5.0112,CA-2016-113138,OFF-AR-10003770
17.712,3,0.2,6.4206,CA-2016-113138,OFF-BI-10000320
28.91,7,0,13.2986,US-2017-104955,OFF-LA-10003121
52.136,7,0.2,5.8653,CA-2016-121958,OFF-SU-10000381
31.968,4,0.2,2.3976,CA-2017-121468,TEC-PH-10000376
25.92,4,0,12.4416,US-2016-108455,OFF-PA-10002262
40.46,7,0,19.8254,US-2016-108455,OFF-PA-10002464
33.87,3,0,8.8062,US-2016-108455,OFF-ST-10002214
9.728,2,0.2,1.7024,CA-2017-101210,OFF-AR-10003560
3.424,1,0.2,1.07,CA-2017-101210,OFF-PA-10000130
177,3,0,30.09,US-2016-108098,TEC-AC-10000865
3.76,2,0,1.316,CA-2014-119032,OFF-FA-10003021
1212.848,7,0.2,106.1242,CA-2015-140410,TEC-PH-10003580
89.97,3,0,37.7874,CA-2015-140410,TEC-AC-10001109
42.6,3,0,16.614,CA-2015-140410,FUR-FU-10003347
5.04,2,0.2,1.764,CA-2014-136280,OFF-LA-10000452
62.96,4,0,28.332,CA-2017-151911,OFF-EN-10002986
5.88,1,0,2.8812,CA-2017-166436,OFF-PA-10001838
977.292,6,0.1,173.7408,CA-2017-166436,FUR-CH-10000785
9.64,2,0,3.6632,CA-2017-139661,FUR-FU-10002885
40.05,3,0,11.214,CA-2014-123925,OFF-AR-10002952
10.192,7,0.2,3.185,CA-2017-152485,OFF-AR-10003759
16.784,1,0.2,-0.2098,CA-2017-152485,OFF-ST-10004950
13.12,5,0.2,3.772,CA-2017-152485,OFF-AR-10001940
18.16,5,0.2,6.583,CA-2016-141586,OFF-BI-10003981
16.056,3,0.2,5.8203,CA-2017-130386,OFF-PA-10002749
223.056,9,0.2,69.705,CA-2017-130386,OFF-PA-10003823
540.048,3,0.2,-47.2542,CA-2017-130386,OFF-ST-10003716
33.52,2,0.2,3.352,CA-2016-100468,TEC-PH-10001300
9.94,2,0,3.0814,CA-2016-100468,FUR-FU-10000010
6.72,4,0,3.36,CA-2015-153388,OFF-AR-10001868
1004.976,6,0.2,-175.8708,CA-2015-153388,FUR-TA-10003715
17.88,3,0.2,5.5875,CA-2017-154935,OFF-BI-10003708
396,4,0,190.08,CA-2016-134208,TEC-MA-10004458
34.5,3,0,15.525,CA-2017-108294,OFF-BI-10004965
8.36,2,0,3.0096,CA-2017-103611,FUR-FU-10004270
385.6,8,0,111.824,CA-2017-100384,OFF-AR-10002135
35.82,9,0,11.8206,CA-2017-100384,OFF-AR-10003514
200.064,3,0.2,12.504,CA-2017-112809,OFF-ST-10002276
21.38,5,0.8,-33.139,CA-2017-112809,OFF-BI-10001098
6.744,4,0.8,-11.4648,CA-2017-112809,OFF-BI-10001636
63.686,1,0.3,-9.098,US-2017-160759,FUR-CH-10002961
1669.6,4,0,116.872,CA-2017-148446,FUR-TA-10004256
83.84,2,0.2,27.248,CA-2014-111059,OFF-BI-10004593
13.272,3,0.2,4.3134,CA-2014-111059,OFF-BI-10002827
21.336,7,0.2,7.7343,CA-2017-116204,OFF-BI-10001759
16.52,5,0.2,2.065,CA-2017-109946,OFF-AR-10001419
206.112,6,0.2,48.9516,CA-2015-144806,FUR-FU-10002253
19.92,5,0.2,6.723,CA-2015-144806,OFF-PA-10002586
198.272,8,0.2,61.96,CA-2015-144806,OFF-PA-10003039
247.104,6,0.2,-58.6872,CA-2015-144806,OFF-ST-10004804
86.304,6,0.2,9.7092,CA-2015-144806,OFF-AR-10004042
4.16,2,0.2,0.364,CA-2016-122392,OFF-AR-10002221
11.648,2,0.2,3.3488,CA-2016-122392,FUR-FU-10002456
26.18,7,0,0.5236,CA-2015-148432,OFF-FA-10004968
7.3,2,0,3.431,CA-2015-148432,OFF-PA-10001274
74.352,3,0.2,23.235,CA-2015-103793,OFF-PA-10001125
10.744,1,0.2,0.8058,CA-2017-159884,OFF-ST-10000344
8.376,3,0.2,2.7222,CA-2017-159884,OFF-FA-10000585
212.88,6,0,0,CA-2016-139885,OFF-ST-10003324
203.983,2,0.15,16.7986,CA-2017-124086,FUR-BO-10004015
40.74,3,0,0.4074,CA-2016-112389,OFF-ST-10000419
11.67,3,0,3.0342,CA-2016-112389,OFF-AP-10001626
39.99,1,0,11.5971,CA-2017-121888,TEC-PH-10000439
16.28,2,0,6.512,CA-2017-121888,OFF-AR-10003478
782.94,3,0,203.5644,CA-2017-121888,FUR-BO-10002545
242.48,7,0,116.3904,CA-2017-121888,OFF-BI-10001765
8.32,5,0.2,2.288,CA-2014-166884,FUR-FU-10003981
10.464,6,0.2,1.7004,CA-2014-166884,OFF-FA-10001561
82.896,3,0.2,29.0136,CA-2014-107181,OFF-BI-10004230
34.24,4,0,16.0928,CA-2014-107181,OFF-PA-10000350
1573.488,7,0.2,196.686,CA-2014-150245,FUR-BO-10002613
335.52,4,0.2,117.432,CA-2015-111395,OFF-PA-10000994
23.912,2,0.8,-40.6504,CA-2015-111395,OFF-BI-10002867
27.056,2,0.2,2.3674,CA-2015-111395,OFF-ST-10001291
559.992,1,0.2,174.9975,CA-2014-134278,TEC-CO-10001046
9.324,6,0.8,-24.7086,US-2017-124926,OFF-AP-10004868
111.96,2,0,54.8604,CA-2016-159345,OFF-PA-10000806
21.56,7,0,10.3488,CA-2014-130274,OFF-LA-10002195
124.75,5,0,57.385,CA-2017-158386,OFF-BI-10003719
5.28,3,0,1.5312,CA-2015-111507,OFF-AR-10001315
91.96,4,0,39.5428,CA-2017-120761,TEC-AC-10000171
9.344,1,0.2,3.504,CA-2016-109176,OFF-EN-10003134
79.36,5,0.2,9.92,CA-2016-109176,OFF-AR-10001955
171.96,2,0,44.7096,CA-2015-112116,FUR-TA-10001039
35.352,9,0.2,12.8151,CA-2016-126809,OFF-BI-10003712
18.9,6,0,9.072,CA-2014-105172,OFF-LA-10001641
2.78,1,0,0.7228,CA-2017-107293,OFF-AR-10003732
1044.63,5,0.4,-295.9785,US-2017-102890,FUR-TA-10000577
11.352,3,0.2,4.1151,CA-2015-158554,OFF-PA-10004000
354.9,5,0,17.745,CA-2014-116239,OFF-ST-10001370
453.576,3,0.2,39.6879,CA-2015-132101,TEC-PH-10004539
21.48,3,0.2,-0.2685,CA-2015-129112,TEC-AC-10003038
8.784,4,0.8,-13.6152,CA-2015-129112,OFF-BI-10000088
122.97,3,0,60.2553,US-2017-152002,OFF-PA-10000357
12.84,3,0,3.7236,CA-2017-165029,OFF-AR-10003504
603.92,5,0.2,-67.941,US-2014-157385,FUR-CH-10000863
21.84,3,0,10.4832,US-2014-157385,OFF-EN-10003160
29.99,1,0,6.2979,US-2014-157385,TEC-AC-10003280
381.44,2,0.2,23.84,US-2014-157385,FUR-CH-10000595
40.68,3,0.2,-9.153,CA-2014-101602,TEC-PH-10000169
763.28,5,0.3,-21.808,CA-2014-101602,FUR-CH-10004675
23.952,2,0.2,2.3952,CA-2016-109057,OFF-ST-10002406
4.98,1,0,2.4402,CA-2016-154403,OFF-PA-10001526
170.88,3,0,49.5552,CA-2016-102456,OFF-AP-10004336
307.98,2,0,89.3142,CA-2015-131338,TEC-PH-10003012
382.806,9,0.4,-153.1224,CA-2015-131338,FUR-TA-10002607
41.96,2,0,2.9372,CA-2015-131338,OFF-ST-10000642
1217.568,2,0.2,456.588,CA-2015-131338,OFF-BI-10000545
47.04,3,0,18.3456,CA-2015-131338,FUR-FU-10002157
6.16,2,0,2.9568,CA-2015-131338,FUR-FU-10001706
979.95,5,0,274.386,CA-2015-131338,TEC-PH-10000984
143.7,3,0,68.976,CA-2015-131338,OFF-PA-10001357
10.65,3,0,5.0055,CA-2015-131338,OFF-FA-10000992
247.8,4,0,34.692,CA-2015-131338,TEC-AC-10002600
10.96,4,0,2.9592,CA-2016-109911,OFF-AR-10001662
33.488,7,0.2,5.8604,US-2016-132423,OFF-AR-10001221
8.04,5,0.2,2.9145,US-2016-132423,OFF-FA-10002988
201.568,4,0.2,22.6764,CA-2015-122826,TEC-PH-10004830
13.44,3,0,6.5856,CA-2014-117317,OFF-PA-10004519
359.058,3,0.3,-35.9058,CA-2015-118423,FUR-BO-10000362
47.992,2,0.3,-2.0568,CA-2017-149181,FUR-CH-10004540
547.3,13,0,175.136,CA-2017-132234,FUR-FU-10001290
16.896,4,0.2,5.28,CA-2017-158876,OFF-PA-10000308
6.672,1,0.2,0.5004,CA-2017-158876,OFF-SU-10001165
99.136,4,0.2,8.6744,CA-2017-158876,OFF-AR-10003373
15.992,2,0.6,-13.993,CA-2017-158876,FUR-FU-10001967
211.96,2,0,42.392,CA-2016-164672,FUR-FU-10001488
6.672,3,0.2,1.668,US-2016-132857,OFF-AR-10003251
155.94,6,0,45.2226,CA-2017-116645,OFF-AR-10001044
39.96,5,0.2,12.987,US-2016-115819,TEC-PH-10004700
5.46,3,0,1.5288,US-2016-115819,OFF-AR-10000823
73.2,5,0,21.228,US-2016-115819,OFF-AR-10004456
5.84,1,0.2,1.971,US-2016-115819,OFF-BI-10000050
22.72,4,0,10.224,US-2016-115819,OFF-PA-10002377
9.336,3,0.2,3.2676,US-2016-115819,OFF-BI-10000591
290.666,2,0.15,27.3568,CA-2014-156349,FUR-BO-10000362
201.584,2,0.2,20.1584,CA-2014-156349,TEC-PH-10000441
83.984,2,0.2,31.494,CA-2014-156349,TEC-PH-10002726
1000.02,7,0,290.0058,CA-2017-138380,OFF-ST-10003306
83.976,3,0.2,-13.6461,US-2016-113509,TEC-AC-10004855
3.75,1,0,1.8,CA-2015-130022,OFF-LA-10002787
41.4,4,0,19.872,CA-2015-130022,OFF-LA-10002043
29.79,3,0,12.5118,CA-2015-130022,OFF-AR-10001915
59.48,2,0,8.922,US-2016-118780,OFF-ST-10000352
6.69,1,0,3.0774,US-2016-118780,OFF-PA-10000575
198.46,2,0,99.23,CA-2017-108560,FUR-FU-10002937
786.48,8,0,385.3752,CA-2017-108560,OFF-LA-10003930
23.168,2,0.2,7.8192,CA-2017-108560,OFF-BI-10001107
50,2,0,10.5,CA-2017-108560,TEC-AC-10003063
675.96,5,0.2,84.495,CA-2015-157084,TEC-PH-10002922
1265.85,3,0,556.974,CA-2015-157084,TEC-AC-10002049
523.25,5,0,141.2775,CA-2015-164539,OFF-AP-10002457
517.5,6,0,155.25,CA-2015-143119,FUR-CH-10001270
17.92,5,0.2,2.464,CA-2017-101049,FUR-FU-10004415
41.256,6,0.7,-34.38,CA-2017-101049,OFF-BI-10001510
1006.056,3,0.2,88.0299,CA-2016-106530,OFF-ST-10002011
10.688,2,0.2,3.7408,CA-2016-106530,OFF-PA-10002986
10.368,2,0.2,3.6288,CA-2016-106530,OFF-PA-10004451
25.12,2,0.2,1.57,CA-2016-106530,OFF-ST-10000649
58.112,2,0.2,7.264,CA-2016-106530,TEC-AC-10001465
15.552,3,0.2,5.4432,CA-2014-168984,OFF-PA-10001166
669.08,5,0.2,-167.27,CA-2014-168984,OFF-ST-10001097
438.336,4,0.2,-87.6672,CA-2014-168984,TEC-PH-10000038
19.44,3,0,9.3312,CA-2016-157266,OFF-PA-10002689
9.64,2,0,4.4344,CA-2016-157266,OFF-BI-10004728
12.7,2,0,5.842,CA-2016-157266,OFF-PA-10004675
41.37,3,0,17.3754,CA-2016-157266,FUR-FU-10000629
12.624,2,0.2,3.945,US-2014-134712,OFF-FA-10003112
1247.64,3,0,349.3392,CA-2015-111829,OFF-ST-10000142
3149.93,7,0,1480.4671,CA-2015-111829,TEC-CO-10001766
209.7,2,0,100.656,CA-2015-111829,OFF-PA-10004359
35.36,2,0.2,-3.094,CA-2015-105221,TEC-AC-10002323
3.168,2,0.2,-0.7128,CA-2015-105221,OFF-FA-10001135
121.104,6,0.7,-100.92,CA-2015-120341,OFF-BI-10004224
45.894,1,0.4,-9.1788,CA-2015-120341,TEC-PH-10003357
109.92,2,0,53.8608,CA-2014-135699,OFF-PA-10004475
13.36,2,0,6.4128,CA-2014-135699,OFF-PA-10003001
169.68,6,0,45.8136,US-2017-132444,OFF-ST-10003442
132.52,4,0,54.3332,US-2017-132444,TEC-AC-10003832
2.96,2,0,1.4208,US-2017-132444,OFF-FA-10000611
8.448,2,0.2,2.9568,US-2017-132444,OFF-BI-10001116
95.94,3,0,9.594,US-2017-132444,OFF-ST-10000563
34.79,7,0,10.7849,CA-2014-127159,FUR-FU-10000010
160.776,3,0.2,10.0485,CA-2017-161809,TEC-PH-10004922
88.752,3,0.2,27.735,CA-2017-127285,OFF-BI-10004330
13.904,2,0.2,5.214,CA-2017-127285,OFF-BI-10002072
677.58,5,0.4,-158.102,CA-2017-144526,TEC-PH-10002549
13.896,3,0.7,-9.264,CA-2017-144526,OFF-BI-10002353
41.92,5,0.2,3.668,CA-2016-128531,OFF-ST-10001325
297.576,3,0.2,-7.4394,CA-2016-128531,TEC-AC-10002049
4.344,3,0.2,0.8688,CA-2016-128531,OFF-FA-10002676
94.992,2,0.2,-2.3748,CA-2016-128531,TEC-AC-10003023
74.352,3,0.2,23.235,CA-2016-128531,OFF-PA-10000167
14.04,3,0.2,1.5795,CA-2016-128531,OFF-AR-10003405
1018.104,4,0.4,-373.3048,US-2015-157154,FUR-TA-10001889
16.68,3,0.2,5.2125,CA-2017-159457,TEC-PH-10002185
58.58,2,0,19.3314,CA-2016-107615,TEC-AC-10001013
167.968,4,0.2,62.988,CA-2017-111647,TEC-PH-10002726
196.62,2,0,96.3438,CA-2015-150560,OFF-LA-10003930
21.936,2,0.6,-10.4196,CA-2015-143077,FUR-FU-10003535
6.588,3,0.8,-10.2114,CA-2015-143077,OFF-BI-10000088
104.28,3,0,26.07,CA-2016-122728,OFF-ST-10000604
17.94,3,0,8.7906,CA-2016-122728,OFF-PA-10004040
64.784,1,0.2,-14.5764,CA-2014-122882,OFF-ST-10002344
32.382,3,0.4,4.3176,CA-2014-122882,TEC-PH-10003589
42.368,2,0.2,8.4736,CA-2014-122882,FUR-FU-10000758
399.54,4,0.7,-559.356,CA-2014-122882,TEC-MA-10004679
18.97,1,0,9.1056,US-2016-101497,OFF-PA-10000176
14.82,3,0,6.2244,CA-2016-147585,FUR-FU-10002597
99.28,2,0.2,12.41,CA-2017-149489,OFF-AP-10002495
1.188,2,0.7,-0.99,CA-2017-149489,OFF-BI-10002813
7.518,2,0.7,-5.7638,CA-2017-149489,OFF-BI-10002414
